,index_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Sample Type III_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,index_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Sample Type III_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
103,2748.0,2749.0,A 20170412 A359-1 1110,4/12/17,11:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-35.1,GB705,-5.87,"Box 12, Bag 134",,,,,,,,,0.0,2017-04-12 11:10:00,2724.0,2725.0,C 20170412 C359-1 1120,11:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-32.6,GB705,-5.56,"Box 11, Bag 132",,,,,,,,,0.0,2017-04-12 11:20:00,-1 days +23:55:00.000000000,2017-04-12 11:05:00,-33.85,-5.715,17535.126799998998,3115.3099999998813,3115.3099999998813,2017.0,2017.0,31.292799999970157,-45.778788558107124,-7.463831151363151
110,2756.0,2757.0,A 20170511 A360-1 1530,5/11/17,15:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-30.8,GB705,-5.06,"Box 12, Bag 135",,,,,,,,,0.0,2017-05-11 15:30:00,2758.0,2759.0,C 20170511 C360-1 1520,15:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-29.1,GB705,-4.95,"Box 12, Bag 135",,,,,,,,,0.0,2017-05-11 15:20:00,0 days 00:05:00.000000000,2017-05-11 15:35:00,-29.950000000000003,-5.005,17671.47399999889,3251.657199999863,3251.657199999863,2017.0,2017.0,136.34719999989102,-45.11517611683976,-7.360746134020836
758,,,,9/20/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-20 12:40:00,2723.0,2724.0,C 20170920 C361-3 1240,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-34.5,GB705,-4.44,"Box 11, Bag 132",,,,,,,,,0.0,2017-09-20 12:40:00,0 days 00:00:00.000000000,2017-09-20 12:40:00,-34.5,-4.44,17710.310599998837,3290.4937999998538,10.337800000000003,2017.0,2018.0,38.83659999994779,-34.5,-4.44
96,2729.0,2730.0,A 20171023 A362-2 1150,10/23/17,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-34.7,GB705,-5.95,"Box 11, Bag 133",,,,,,,,,0.0,2017-10-23 11:50:00,2734.0,2735.0,C 20171023 A362-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-36.4,GB705,-5.99,"Box 11, Bag 133",,,,,,,,,0.0,2017-10-23 12:00:00,-1 days +23:55:00.000000000,2017-10-23 11:45:00,-35.55,-5.970000000000001,17755.8527999988,45.54220000000007,55.88000000000008,2018.0,2018.0,45.542199999963486,-35.066721854304774,-5.265794701986962
98,2732.0,2733.0,A 20171107 A363-1 1340,11/7/17,13:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-20.7,GB705,-4.06,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-07 13:40:00,2754.0,2755.0,C 20171107 C363-1 1350,13:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-16.4,GB705,-3.51,"Box 12, Bag 135",,,,,,,,,0.0,2017-11-07 13:50:00,-1 days +23:55:00.000000000,2017-11-07 13:35:00,-18.549999999999997,-3.7849999999999997,17762.278999998787,51.96840000000013,62.30620000000014,2018.0,2018.0,6.426199999987148,-33.89784615384732,-5.161000000000285
94,2726.0,2727.0,A 20171109 A364-2 0945,11/9/17,9:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-36.7,GB705,-5.97,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-09 09:45:00,2736.0,2737.0,C 20171109 C364-1 0955,9:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-36.0,GB705,-5.69,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-09 09:55:00,-1 days +23:55:00.000000000,2017-11-09 09:40:00,-36.35,-5.83,17763.117199998786,52.80660000000014,63.14440000000015,2018.0,2018.0,0.8381999999983236,-33.920274390245034,-5.167118902439301
111,2757.0,2758.0,A 20171110 A365-2 1230,11/10/17,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-33.6,GB705,-5.99,"Box 12, Bag 135",,,,,,,,,0.0,2017-11-10 12:30:00,2733.0,2734.0,C 20171110 C365-2 1240,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-32.2,GB705,-5.41,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-10 12:40:00,-1 days +23:55:00.000000000,2017-11-10 12:25:00,-32.900000000000006,-5.7,17765.63179999878,55.32120000000016,65.65900000000013,2018.0,2018.0,2.514599999994971,-33.893026706232575,-5.18135014836821
99,2737.0,2738.0,A 20171113 A366-1 1020,11/13/17,10:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-31.9,GB705,-5.13,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-13 10:20:00,2735.0,2736.0,C 20171113 C366-1 1030,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-29.2,GB705,-4.96,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-13 10:30:00,-1 days +23:55:00.000000000,2017-11-13 10:15:00,-30.549999999999997,-5.045,17767.866999998776,57.55640000000018,67.8942000000001,2018.0,2018.0,2.2351999999955297,-33.815507246377976,-5.178188405797355
104,2749.0,2750.0,A 20171116 A367-2 1555,11/16/17,15:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-55.0,GB705,-8.17,"Box 12, Bag 135",,,,,,,,,0.0,2017-11-16 15:55:00,2742.0,2743.0,C 20171116 A367-2 1605,16:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-49.5,GB705,-7.19,"Box 12, Bag 134",,,,,,,,,0.0,2017-11-16 16:05:00,-1 days +23:55:00.000000000,2017-11-16 15:50:00,-52.25,-7.68,17769.822799998772,59.5122000000002,69.85000000000007,2018.0,2018.0,1.9557999999960884,-34.182102272728116,-5.227940340909299
95,2728.0,2729.0,A 20171119 A368-1 1620,11/19/17,16:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-28.1,GB705,-5.98,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-19 16:20:00,2725.0,2726.0,C 20171119 C368-1 1630,16:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-18.9,GB705,-5.09,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-19 16:30:00,-1 days +23:55:00.000000000,2017-11-19 16:15:00,-23.5,-5.535,17771.21979999877,60.90920000000021,71.24700000000004,2018.0,2018.0,1.396999999997206,-34.03249299719983,-5.2322408963587455
93,2721.0,2722.0,A 20171120 A369-1 1415,11/20/17,14:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-46.8,GB705,-6.48,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-20 14:15:00,2722.0,2723.0,C 20171120 C369-2 1425,14:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-47.5,GB705,-6.24,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-20 14:25:00,-1 days +23:55:00.000000000,2017-11-20 14:10:00,-47.15,-6.36,17771.49919999877,61.188600000000214,71.52640000000004,2018.0,2018.0,0.2793999999994412,-34.06913407821321,-5.235391061452713
112,2761.0,2762.0,A 20171201 A370-2 1450,12/1/17,14:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-43.0,GB705,-6.19,"Box 12, Bag 135",,,,,,,,,0.0,2017-12-01 14:50:00,2727.0,2728.0,C 20171201 C370-2 1500,15:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-40.1,GB705,-5.98,"Box 11, Bag 132",,,,,,,,,0.0,2017-12-01 15:00:00,-1 days +23:55:00.000000000,2017-12-01 14:45:00,-41.55,-6.085000000000001,17773.734399998764,63.423800000000234,73.7616,2018.0,2018.0,2.2351999999955297,-34.23265027322481,-5.25396174863406
101,2744.0,2745.0,A 20171205 A371-1 1130,12/5/17,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-49.0,GB705,-7.74,"Box 12, Bag 134",,,,,,,,,0.0,2017-12-05 11:30:00,2740.0,2741.0,C 20171205 C371-2 1140,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-42.5,GB705,-6.42,"Box 12, Bag 134",,,,,,,,,0.0,2017-12-05 11:40:00,-1 days +23:55:00.000000000,2017-12-05 11:25:00,-45.75,-7.08,17777.925399998756,67.61480000000019,77.95259999999993,2018.0,2018.0,4.190999999991618,-34.68608923884554,-5.325853018372823
114,2763.0,2764.0,A 20171223 A372-2 1030,12/23/17,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-35.6,GB705,-5.77,"Box 12, Bag 135",,,,,,,,,0.0,2017-12-23 10:30:00,2753.0,2754.0,C 20171223 C372-1 1040,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-37.2,GB705,-6.04,"Box 12, Bag 135",,,,,,,,,0.0,2017-12-23 10:40:00,-1 days +23:55:00.000000000,2017-12-23 10:25:00,-36.400000000000006,-5.904999999999999,17814.80619999873,104.49560000000014,114.83339999999988,2018.0,2018.0,36.88079999997353,-35.127095516569675,-5.474873294347125
105,2750.0,2751.0,A 20180106 A373-2 1315,1/6/18,13:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-43.8,GB705,-6.19,"Box 12, Bag 135",,,,,,,,,0.0,2018-01-06 13:15:00,2731.0,2732.0,C 20180106 C373-1 1325,13:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-43.0,GB705,-5.85,"Box 11, Bag 133",,,,,,,,,0.0,2018-01-06 13:25:00,-1 days +23:55:00.000000000,2018-01-06 13:10:00,-43.4,-6.02,17844.422599998714,134.11200000000005,144.44979999999984,2018.0,2018.0,29.616399999984424,-36.543780290792675,-5.568222940226338
106,2751.0,2752.0,A 20180111 A374-1 1305,1/11/18,13:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-110.2,GB705,-13.06,"Box 12, Bag 135",,,,,,,,,0.0,2018-01-11 13:05:00,2760.0,2761.0,C 20180111 C374-2 1325,13:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-111.3,GB705,-14.81,"Box 12, Bag 135",,,,,,,,,0.0,2018-01-11 13:25:00,-1 days +23:50:00.000000000,2018-01-11 12:55:00,-110.75,-13.935,17906.728799998644,196.41820000000047,206.75600000000026,2018.0,2018.0,62.30619999992996,-56.19697149643622,-7.784127078384737
107,2752.0,2753.0,A 20180117 A375-1 120,1/17/18,13:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-53.3,GB705,-6.76,"Box 12, Bag 135",,,,,,,,,0.0,2018-01-17 13:20:00,2746.0,2747.0,C 20180117 C375-2 1210,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-42.1,GB705,-6.17,"Box 12, Bag 134",,,,,,,,,0.0,2018-01-17 12:10:00,0 days 00:35:00.000000000,2018-01-17 13:55:00,-47.7,-6.465,17940.536199998627,230.22560000000064,240.56340000000043,2018.0,2018.0,33.80739999998332,-55.12933541017529,-7.618380062305162
102,2745.0,2746.0,A 20180120 A376-2 1300,1/20/18,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-25.1,GB705,-4.57,"Box 12, Bag 134",,,,,,,,,0.0,2018-01-20 13:00:00,2741.0,2742.0,C 20180120 C376-1 1310,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-21.7,GB705,-3.52,"Box 12, Bag 134",,,,,,,,,0.0,2018-01-20 13:10:00,-1 days +23:55:00.000000000,2018-01-20 12:55:00,-23.4,-4.045,17983.28439999854,272.97380000000084,283.3116000000008,2018.0,2018.0,42.748199999914505,-50.77934587813898,-7.128481182796018
97,2730.0,2731.0,A 20180122 A377-2 1205,1/22/18,12:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-65.2,GB705,-9.77,"Box 11, Bag 133",,,,,,,,,0.0,2018-01-22 12:05:00,2747.0,2748.0,C 20180122 C377-2 1215,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-63.0,GB705,-9.58,"Box 12, Bag 134",,,,,,,,,0.0,2018-01-22 12:15:00,-1 days +23:55:00.000000000,2018-01-22 12:00:00,-64.1,-9.675,18083.868399998544,373.55780000000067,383.8956000000006,2018.0,2018.0,100.58400000000256,-54.02828590786399,-7.74958333333411
132,3130.0,3131.0,A 20180130 A378-1 1330,1/30/18,13:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-50.5,GB720,-8.89,"Box 13, Bag 157",,,,,,,,,0.0,2018-01-30 13:30:00,3104.0,3105.0,C 20180130 C378-1 1340,13:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-49.0,GB720,-8.72,"Box 13, Bag 156",,,,,,,,,0.0,2018-01-30 13:40:00,-1 days +23:55:00.000000000,2018-01-30 13:25:00,-49.75,-8.805,18176.3497999985,466.0392000000006,476.3770000000006,2018.0,2018.0,92.48139999995692,-53.244604316550536,-7.942910902048285
131,3129.0,3130.0,A 20180310 A379-1 0800,3/10/18,8:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-60.0,GB720,-9.69,"Box 13, Bag 157",,,,,,,,,0.0,2018-03-10 08:00:00,3123.0,3124.0,C 20180310 C379-2 0810,8:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-60.1,GB720,-9.08,"Box 13, Bag 157",,,,,,,,,0.0,2018-03-10 08:10:00,-1 days +23:55:00.000000000,2018-03-10 07:55:00,-60.05,-9.385,18383.10579999839,672.7952000000039,683.1330000000042,2018.0,2018.0,206.75599999988845,-55.22182960345804,-8.361892422458352
120,3109.0,3110.0,A 20180314 A380-2 1130,3/14/18,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-47.2,GB720,-7.99,"Box 13, Bag 156",,,,,,,,,0.0,2018-03-14 11:30:00,3102.0,3103.0,C 20180314 C380-1 1140,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-41.2,GB720,-7.26,"Box 13, Bag 156",,,,,,,,,0.0,2018-03-14 11:40:00,-1 days +23:55:00.000000000,2018-03-14 11:25:00,-44.2,-7.625,18435.632999998375,725.322400000005,735.6602000000054,2018.0,2018.0,52.527199999985896,-54.46420475320175,-8.311239488117502
137,3142.0,3143.0,A 20180316 A381-2 1000,3/16/18,10:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-32.0,GB720,-6.18,"Box 14, Bag 158",,,,,,,,,0.0,2018-03-16 10:00:00,3096.0,3097.0,C 20180316 C381-1 1010,10:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-52.2,GB720,-8.62,"Box 13, Bag 156",,,,,,,,,0.0,2018-03-16 10:10:00,-1 days +23:55:00.000000000,2018-03-16 09:55:00,-42.1,-7.3999999999999995,18488.16019999827,777.8496000000068,788.1874000000072,2018.0,2018.0,52.52719999989495,-53.66897023606215,-8.252630858707349
134,3134.0,3135.0,A 20180321 A382-2 0940,3/21/18,9:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-66.7,GB720,-10.34,"Box 14, Bag 158",,,,,,,,,0.0,2018-03-21 09:40:00,3113.0,3114.0,C 20180321 C382-2 0930,9:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-68.9,GB720,-10.11,"Box 13, Bag 156",,,,,,,,,0.0,2018-03-21 09:30:00,0 days 00:05:00.000000000,2018-03-21 09:45:00,-67.80000000000001,-10.225,18514.423799998232,804.1132000000077,814.4510000000081,2018.0,2018.0,26.263599999962025,-54.10924759695353,-8.314083526682618
123,3114.0,3115.0,A 20180322 A383-2 1110,3/22/18,11:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-38.6,GB720,-6.1,"Box 13, Bag 157",,,,,,,,,0.0,2018-03-22 11:10:00,3111.0,3112.0,C 20180322 C383-2 1100,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-34.8,GB720,-5.99,"Box 13, Bag 156",,,,,,,,,0.0,2018-03-22 11:00:00,0 days 00:05:00.000000000,2018-03-22 11:15:00,-36.7,-6.045,18542.643199998187,832.3326000000087,842.6704000000091,2018.0,2018.0,28.219399999954476,-53.54531751122842,-8.240582103913292
121,3110.0,3111.0,A 20180324 A384-2 1150,3/24/18,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-36.3,GB720,-6.24,"Box 13, Bag 156",,,,,,,,,0.0,2018-03-24 11:50:00,3136.0,3137.0,C 20180324 C384-2 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-23.0,GB720,-5.93,"Box 14, Bag 158",,,,,,,,,0.0,2018-03-24 12:00:00,-1 days +23:55:00.000000000,2018-03-24 11:45:00,-29.65,-6.085,18570.86259999813,860.5520000000097,870.88980000001,2018.0,2018.0,28.219399999943562,-52.79557315937029,-8.172948120534915
128,3124.0,3125.0,A 20180326 A385-2 1250,3/26/18,12:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-37.1,GB720,-7.85,"Box 13, Bag 157",,,,,,,,,0.0,2018-03-26 12:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-26 12:50:00,0 days 00:00:00.000000000,2018-03-26 12:50:00,-37.1,-7.85,18601.03779999807,890.7272000000107,901.0650000000111,2018.0,2018.0,30.17519999993965,-52.286068530211864,-8.162464682898086
127,3122.0,3123.0,A 20180406 A386-1 1600,4/6/18,16:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-81.6,GB720,-11.1,"Box 13, Bag 157",,,,,,,,,0.0,2018-04-06 16:00:00,3128.0,3129.0,C 20180406 C386-1 1610,16:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-84.3,GB720,-11.41,"Box 13, Bag 157",,,,,,,,,0.0,2018-04-06 16:10:00,-1 days +23:55:00.000000000,2018-04-06 15:55:00,-82.94999999999999,-11.254999999999999,18729.28239999806,1018.9718000000117,1029.3096000000114,2018.0,2018.0,128.2445999999909,-56.0036450079305,-8.537391706287094
140,3174.0,3175.0,A 20180408 A387-2 0950,4/8/18,9:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-44.7,GB720,-6.3,"Box 14, Bag 158",,,,,,,,,0.0,2018-04-08 09:50:00,3135.0,3136.0,C 20180408 C387-1 0950,9:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-42.2,GB720,-5.98,"Box 14, Bag 158",,,,,,,,,0.0,2018-04-08 09:50:00,0 days 00:00:00.000000000,2018-04-08 09:50:00,-43.45,-6.140000000000001,18801.64699999803,1091.3364000000086,1101.674200000008,2018.0,2018.0,72.36459999996805,-55.19983930779329,-8.383887515451853
124,3115.0,3116.0,A 20180412 A388-2 1340,4/12/18,13:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-38.0,GB720,-6.88,"Box 13, Bag 157",,,,,,,,,0.0,2018-04-12 13:40:00,3138.0,3139.0,C 20180412 C388-2 1330,13:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-34.6,GB720,-6.62,"Box 14, Bag 158",,,,,,,,,0.0,2018-04-12 13:30:00,0 days 00:05:00.000000000,2018-04-12 13:45:00,-36.3,-6.75,18837.96899999796,1127.6584000000043,1137.996200000004,2018.0,2018.0,36.321999999930995,-54.61134131737163,-8.333011976048617
122,3112.0,3113.0,A 20180416 A389-1 1440,4/16/18,14:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-44.0,GB720,-7.41,"Box 13, Bag 156",,,,,,,,,0.0,2018-04-16 14:40:00,3098.0,3099.0,C 20180416 C389-2 1430,14:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-41.3,GB720,-7.11,"Box 13, Bag 156",,,,,,,,,0.0,2018-04-16 14:30:00,0 days 00:05:00.000000000,2018-04-16 14:45:00,-42.65,-7.26,18862.83559999795,1152.525000000003,1162.8628000000026,2018.0,2018.0,24.866599999990285,-54.361679174490185,-8.31061561913765
136,3140.0,3141.0,A 20180504 A390-1 1140,5/4/18,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-29.3,GB720,-5.37,"Box 14, Bag 158",,,,,,,,,0.0,2018-05-04 11:40:00,3118.0,3119.0,C 20180504 C390-2 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-32.0,GB720,-5.68,"Box 13, Bag 157",,,,,,,,,0.0,2018-05-04 11:30:00,0 days 00:05:00.000000000,2018-05-04 11:45:00,-30.65,-5.525,18881.275999997928,1170.9654000000005,1181.3032,2018.0,2018.0,18.44039999997767,-54.000254041576625,-8.268155889146193
759,,,,10/10/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-10 11:50:00,3101.0,3102.0,C 20181010 C391-1 1150,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-58.8,GB720,-8.01,"Box 13, Bag 156",,,,,,,,,0.0,2018-10-10 11:50:00,0 days 00:00:00.000000000,2018-10-10 11:50:00,-58.8,-8.01,18915.08339999788,16.205200000000016,22.072599999999984,2019.0,2019.0,33.807399999950576,-58.8,-8.01
138,3144.0,3145.0,A 20181122 A392-1 1050,11/22/18,10:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-30.5,GB720,-5.93,"Box 14, Bag 158",,,,,,,,,0.0,2018-11-22 10:50:00,3099.0,3100.0,C 20181122 C392-2 1100,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-26.3,GB720,-5.36,"Box 13, Bag 156",,,,,,,,,0.0,2018-11-22 11:00:00,-1 days +23:55:00.000000000,2018-11-22 10:45:00,-28.4,-5.645,18932.406199997844,33.528000000000006,39.395400000000045,2019.0,2019.0,17.322799999965355,-48.50054644809109,-7.208743169399192
126,3119.0,3120.0,A 20181127 A393-1 0830,11/27/18,8:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-37.6,GB720,-6.25,"Box 13, Bag 157",,,,,,,,,0.0,2018-11-27 08:30:00,3132.0,3133.0,C 20181127 C393-1 0840,8:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-41.1,GB720,-6.88,"Box 14, Bag 158",,,,,,,,,0.0,2018-11-27 08:40:00,-1 days +23:55:00.000000000,2018-11-27 08:25:00,-39.35,-6.5649999999999995,18946.934999997815,48.05680000000014,53.92420000000018,2019.0,2019.0,14.528799999970943,-46.475744680854476,-7.066297872340686
139,3173.0,3174.0,A 20181128 A394-1 0845,11/28/18,8:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-30.0,GB720,-5.96,"Box 14, Bag 158",,,,,,,,,0.0,2018-11-28 08:45:00,3143.0,3144.0,C 20181128 C394-1 0855,8:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-57.1,GB720,-9.42,"Box 14, Bag 158",,,,,,,,,0.0,2018-11-28 08:45:00,0 days 00:00:00.000000000,2018-11-28 08:45:00,-43.55,-7.6899999999999995,18947.773199997813,48.895000000000145,54.762400000000184,2019.0,2019.0,0.8381999999983236,-46.43886554622187,-7.074159663865802
