,index_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Sample Type III_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,index_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Sample Type III_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
566,5458.0,,,5/31/11,9:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-22.21,,-4.1,,,,,,,,,,0.0,2011-05-31 09:50:00,5236.0,,,10:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,21.34 mm rainfall,,,,,-19.64,,-3.76,,,,,,,,,,0.0,2011-05-31 10:05:00,-1 days +23:52:30.000000000,2011-05-31 09:42:30,-20.925,-3.9299999999999997,5977.204200000038,2232.9647999999115,2255.875599999913,2011.0,2011.0,20.955000000007203,-47.478669804309675,-7.501829947981121
567,5459.0,,,6/1/11,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-36.03,,-6.16,,,,,,,,,,0.0,2011-06-01 11:30:00,5237.0,,,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,11.43 mm rainfall,,,,,-29.77,,-4.99,,,,,,,,,,0.0,2011-06-01 11:45:00,-1 days +23:52:30.000000000,2011-06-01 11:22:30,-32.9,-5.575,5989.497800000039,2245.2583999999115,2268.169199999913,2011.0,2011.0,12.293600000000879,-47.39965262379852,-7.491386425227836
568,5460.0,,,6/4/11,13:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-75.55,,-9.24,,,,,,,,,,0.0,2011-06-04 13:45:00,5238.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,9.14 mm rainfall,,,,,-62.2,,-8.33,,,,,,,,,,0.0,2011-06-04 12:00:00,0 days 00:52:30.000000000,2011-06-04 14:37:30,-68.875,-8.785,6002.62960000005,2258.390199999907,2281.3009999999085,2011.0,2011.0,13.131800000011026,-47.5232706674828,-7.498832823025061
569,5461.0,,,6/6/11,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-63.68,,-8.57,,,,,,,,,,0.0,2011-06-06 11:45:00,5239.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,14.99 mm rainfall,,,,,-57.2,,-8.08,,,,,,,,,,0.0,2011-06-06 12:00:00,-1 days +23:52:30.000000000,2011-06-06 11:37:30,-60.44,-8.325,6019.1142000000555,2274.8747999999046,2297.785599999906,2011.0,2011.0,16.48460000000523,-47.61593689202301,-7.504759849221744
570,5462.0,,,6/28/11,15:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-64.23,,-8.15,,,,,,,,,,0.0,2011-06-28 15:45:00,5240.0,,,15:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,12.45 mm rainfall,,,,,-63.95,,-8.09,,,,,,,,,,0.0,2011-06-28 15:55:00,-1 days +23:55:00.000000000,2011-06-28 15:40:00,-64.09,-8.120000000000001,6032.804800000064,2288.5653999999017,2311.476199999903,2011.0,2011.0,13.69060000000809,-47.71351081832438,-7.508403843829281
571,5463.0,,,9/25/11,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-20.71,,-3.72,,,,,,,,,,0.0,2011-09-25 11:45:00,5241.0,,,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,1.02 mm rainfall,,,,,-42.37,,-6.26,,,,,,,,,,0.0,2011-09-25 11:25:00,0 days 00:10:00.000000000,2011-09-25 11:55:00,-31.54,-4.99,6045.377800000069,2301.1383999998984,6.146799999999999,2011.0,2012.0,12.573000000005777,-31.54,-4.99
572,5464.0,,,10/2/11,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-23.92,,-4.32,,,,,,,,,,0.0,2011-10-02 11:05:00,5242.0,,,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,1.52 mm rainfall,,,,,-24.68,,-4.45,,,,,,,,,,0.0,2011-10-02 11:25:00,-1 days +23:50:00.000000000,2011-10-02 10:55:00,-24.3,-4.385,6055.436200000073,9.779000000000002,16.205200000000005,2012.0,2012.0,10.05840000000353,-28.32222222222242,-4.721111111111127
573,5465.0,,,10/3/11,11:01,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-74.26,,-11.02,,,,,,,,,,0.0,2011-10-03 11:01:00,5243.0,,,11:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,23.88 mm rainfall,,,,,-62.35,,-9.71,,,,,,,,,,0.0,2011-10-03 11:35:00,-1 days +23:43:00.000000000,2011-10-03 10:44:00,-68.305,-10.365,6087.008400000072,41.351200000000006,47.77740000000002,2012.0,2012.0,31.572199999998702,-51.61115979381012,-8.008530927834437
574,5466.0,,,10/5/11,13:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-71.13,,-10.6,,,,,,,,,,0.0,2011-10-05 13:40:00,5244.0,,,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,43.43 mm rainfall,,,,,-70.3,,-10.58,,,,,,,,,,0.0,2011-10-05 13:10:00,0 days 00:15:00.000000000,2011-10-05 13:55:00,-70.715,-10.59,6149.873400000072,104.21619999999997,110.6424,2012.0,2012.0,62.86500000000069,-61.869785202861316,-9.39476133651514
575,5467.0,,,10/6/11,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-58.53,,-9.38,,,,,,,,,,0.0,2011-10-06 11:00:00,5245.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,5.08 mm rainfall,,,,,-53.99,,-8.65,,,,,,,,,,0.0,2011-10-06 11:30:00,-1 days +23:45:00.000000000,2011-10-06 10:45:00,-56.260000000000005,-9.015,6159.652400000073,113.99519999999997,120.42139999999999,2012.0,2012.0,9.779000000000451,-61.43731277532797,-9.365484581497453
576,5468.0,,,10/10/11,16:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-37.13,,-5.52,,,,,,,,,,0.0,2011-10-10 16:40:00,5246.0,,,17:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,43.94 mm rainfall,,,,,-41.86,,-6.19,,,,,,,,,,0.0,2011-10-10 17:05:00,-1 days +23:47:30.000000000,2011-10-10 16:27:30,-39.495000000000005,-5.855,6220.841000000076,175.18380000000008,181.6100000000001,2012.0,2012.0,61.188600000003134,-54.29709509658093,-8.223142644873484
577,5469.0,,,11/6/11,13:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-41.48,,-7.27,,,,,,,,,,0.0,2011-11-06 13:50:00,5247.0,,,13:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,12.34 mm rainfall,,,,,-41.1,,-7.46,,,,,,,,,,0.0,2011-11-06 13:30:00,0 days 00:10:00.000000000,2011-11-06 14:00:00,-41.29,-7.365,6248.2222000000875,202.56500000000045,208.99120000000048,2012.0,2012.0,27.38120000001163,-52.64379377431721,-8.1140661478597
578,5470.0,,,11/19/11,10:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-14.85,,-4.17,,,,,,,,,,0.0,2011-11-19 10:35:00,5248.0,,,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,10.16 mm rainfall,,,,,-11.7,,-3.91,,,,,,,,,,0.0,2011-11-19 11:00:00,-1 days +23:47:30.000000000,2011-11-19 10:22:30,-13.274999999999999,-4.04,6269.456600000098,223.7994000000007,230.22560000000072,2012.0,2012.0,21.234400000010282,-49.11129279810809,-7.748506493506168
579,5471.0,,,11/22/11,14:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-36.45,,-6.71,,,,,,,,,,0.0,2011-11-22 14:10:00,5249.0,,,14:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,10.16 mm rainfall,,,,,-26.6,,-5.72,,,,,,,,,,0.0,2011-11-22 14:20:00,-1 days +23:55:00.000000000,2011-11-22 14:05:00,-31.525000000000002,-6.215,6301.308200000103,255.6510000000008,262.07720000000086,2012.0,2012.0,31.85160000000542,-47.02509365244278,-7.566592091570989
580,5472.0,,,11/25/11,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-60.54,,-9.22,,,,,,,,,,0.0,2011-11-25 12:30:00,5250.0,,,12:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,38.1 mm rainfall,,,,,-53.4,,-9.19,,,,,,,,,,0.0,2011-11-25 12:05:00,0 days 00:12:30.000000000,2011-11-25 12:42:30,-56.97,-9.205,6358.305800000108,312.6486000000011,319.0748000000012,2012.0,2012.0,56.99760000000515,-48.7665193133025,-7.853489270386012
581,5473.0,,,12/15/11,10:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-45.3,,-7.77,,,,,,,,,,0.0,2011-12-15 10:20:00,5251.0,,,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,9.91 mm rainfall,,,,,-46.4,,-7.86,,,,,,,,,,0.0,2011-12-15 10:30:00,-1 days +23:55:00.000000000,2011-12-15 10:15:00,-45.849999999999994,-7.8149999999999995,6372.555200000114,326.8980000000013,333.3242000000013,2012.0,2012.0,14.249400000006062,-48.64419819078732,-7.851874999999756
582,5474.0,,,12/31/11,12:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-17.22,,-3.52,,,,,,,,,,0.0,2011-12-31 12:15:00,5252.0,,,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,11.18 mm rainfall,,,,,-14.9,,-3.46,,,,,,,,,,0.0,2011-12-31 12:30:00,-1 days +23:52:30.000000000,2011-12-31 12:07:30,-16.06,-3.49,6409.436000000133,363.7788000000019,370.205000000002,2012.0,2012.0,36.88080000001901,-45.45346068248959,-7.424747774480352
583,5475.0,,,1/19/12,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-27.7,,-5.91,,,,,,,,,,0.0,2012-01-19 11:30:00,5253.0,,,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,41.15 mm rainfall,,,,,-29.9,,-5.53,,,,,,,,,,0.0,2012-01-19 11:50:00,-1 days +23:50:00.000000000,2012-01-19 11:20:00,-28.799999999999997,-5.720000000000001,6474.256800000143,428.5996000000029,435.02580000000296,2012.0,2012.0,64.82080000000951,-43.00814240506082,-7.174430379746536
584,5476.0,,,1/20/12,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-60.2,,-8.9,,,,,,,,,,0.0,2012-01-20 11:00:00,5254.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,91.95 mm rainfall,,,,,-62.5,,-9.49,,,,,,,,,,0.0,2012-01-20 11:30:00,-1 days +23:45:00.000000000,2012-01-20 10:45:00,-61.35,-9.195,6570.649800000146,524.9926000000032,531.4188000000032,2012.0,2012.0,96.39300000000276,-46.295384415581985,-7.53655844155815
585,5477.0,,,1/21/12,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-38.12,,-6.16,,,,,,,,,,0.0,2012-01-21 11:30:00,5255.0,,,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,123.44 mm rainfall,,,,,-33.6,,-5.7,,,,,,,,,,0.0,2012-01-21 11:00:00,0 days 00:15:00.000000000,2012-01-21 11:45:00,-35.86,-5.93,6712.305600000153,666.6484000000036,673.0746000000036,2012.0,2012.0,141.65580000000773,-44.11991570723509,-7.201638569078743
586,5478.0,,,1/22/12,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-45.32,,-7.37,,,,,,,,,,0.0,2012-01-22 10:30:00,5256.0,,,10:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,3.05 mm rainfall,,,,,-42.1,,-6.94,,,,,,,,,,0.0,2012-01-22 10:00:00,0 days 00:15:00.000000000,2012-01-22 10:45:00,-43.71,-7.155,6720.4082000001545,674.7510000000038,681.1772000000038,2012.0,2012.0,8.102600000001075,-44.11508533116445,-7.201088988215971
587,5479.0,,,1/23/12,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-42.68,,-6.68,,,,,,,,,,0.0,2012-01-23 12:00:00,5257.0,,,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,38.35 mm rainfall,,,,,-40.0,,-6.41,,,,,,,,,,0.0,2012-01-23 12:30:00,-1 days +23:45:00.000000000,2012-01-23 11:45:00,-41.34,-6.545,6757.84780000016,712.1906000000046,718.6168000000046,2012.0,2012.0,37.43960000000516,-43.97178612716598,-7.167210019267632
588,5480.0,,,1/25/12,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-21.96,,-4.24,,,,,,,,,,0.0,2012-01-25 11:05:00,5258.0,,,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,3.81 mm rainfall,,,,,-23.8,,-4.27,,,,,,,,,,0.0,2012-01-25 11:25:00,-1 days +23:50:00.000000000,2012-01-25 10:55:00,-22.880000000000003,-4.255,6765.671000000166,720.0138000000048,726.4400000000048,2012.0,2012.0,7.823200000006182,-43.74663553183199,-7.136122760198037
589,5481.0,,,1/27/12,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-17.98,,-3.31,,,,,,,,,,0.0,2012-01-27 12:00:00,5259.0,,,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,6.1 mm rainfall,,,,,-17.4,,-2.85,,,,,,,,,,0.0,2012-01-27 11:40:00,0 days 00:10:00.000000000,2012-01-27 12:10:00,-17.689999999999998,-3.08,6776.567600000173,730.9104000000052,737.3366000000052,2012.0,2012.0,10.89660000000731,-43.36488918106491,-7.076697971449801
590,5482.0,,,2/2/12,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-29.21,,-4.85,,,,,,,,,,0.0,2012-02-02 11:40:00,5260.0,,,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,11.68 mm rainfall,,,,,-28.4,,-4.84,,,,,,,,,,0.0,2012-02-02 12:10:00,-1 days +23:45:00.000000000,2012-02-02 11:25:00,-28.805,-4.845,6794.169800000177,748.5126000000056,754.9388000000056,2012.0,2012.0,17.602200000003904,-43.02827522935586,-7.025102752293343
591,5483.0,,,2/8/12,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-116.91,,-14.56,,,,,,,,,,0.0,2012-02-08 12:10:00,5261.0,,,13:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,16.26 mm rainfall,,,,,-111.2,,-14.01,,,,,,,,,,0.0,2012-02-08 13:20:00,-1 days +23:25:00.000000000,2012-02-08 11:35:00,-114.055,-14.285,6812.610200000185,766.9530000000062,773.3792000000062,2012.0,2012.0,18.440400000007685,-44.70787531350625,-7.196780723754742
592,5484.0,,,2/11/12,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-15.84,,-3.09,,,,,,,,,,0.0,2012-02-11 11:50:00,5262.0,,,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,7.62 mm rainfall,,,,,-16.1,,-3.28,,,,,,,,,,0.0,2012-02-11 12:15:00,-1 days +23:47:30.000000000,2012-02-11 11:37:30,-15.97,-3.1849999999999996,6829.374200000195,783.7170000000068,790.1432000000068,2012.0,2012.0,16.764000000010128,-44.103079621183866,-7.112351806383507
593,5485.0,,,2/12/12,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-74.08,,-11.01,,,,,,,,,,0.0,2012-02-12 11:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-12 11:05:00,0 days 00:00:00.000000000,2012-02-12 11:05:00,-74.08,-11.01,6829.374200000195,783.7170000000068,790.1432000000068,2012.0,2012.0,0.0,-44.103079621183866,-7.112351806383507
595,5487.0,,,2/25/12,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-29.19,,-4.64,,,,,,,,,,0.0,2012-02-25 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-25 11:00:00,0 days 00:00:00.000000000,2012-02-25 11:00:00,-29.19,-4.64,6876.8722000002035,831.2150000000084,837.6412000000084,2012.0,2012.0,47.49800000000869,-43.263879510094384,-6.9732257530616915
597,5489.0,,,2/29/12,14:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-35.59,,-6.89,,,,,,,,,,0.0,2012-02-29 14:15:00,5263.0,,,14:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,51.82 mm rainfall,,,,,-33.1,,-6.39,,,,,,,,,,0.0,2012-02-29 14:45:00,-1 days +23:45:00.000000000,2012-02-29 14:00:00,-34.345,-6.64,6948.398600000208,902.7414000000086,909.1676000000086,2012.0,2012.0,71.52640000000429,-42.56713457430435,-6.947194079950986
598,5490.0,,,3/1/12,10:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-45.17,,-7.76,,,,,,,,,,0.0,2012-03-01 10:40:00,5264.0,,,11:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,36.32 mm rainfall,,,,,-39.2,,-7.02,,,,,,,,,,0.0,2012-03-01 11:05:00,-1 days +23:47:30.000000000,2012-03-01 10:27:30,-42.185,-7.39,6991.42620000021,945.7690000000088,952.1952000000088,2012.0,2012.0,43.02760000000217,-42.549982512385704,-6.96706936753115
599,5491.0,,,3/13/12,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-47.98,,-7.66,,,,,,,,,,0.0,2012-03-13 11:50:00,5265.0,,,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,62.23 mm rainfall,,,,,-48.5,,-7.43,,,,,,,,,,0.0,2012-03-13 12:15:00,-1 days +23:47:30.000000000,2012-03-13 11:37:30,-48.239999999999995,-7.545,7075.52560000022,1029.8684000000083,1036.2946000000084,2012.0,2012.0,84.09940000001006,-43.00890407288192,-7.013681672025554
600,5492.0,,,3/15/12,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-85.5,,-12.07,,,,,,,,,,0.0,2012-03-15 11:45:00,5266.0,,,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,16.26 mm rainfall,,,,,-82.3,,-11.46,,,,,,,,,,0.0,2012-03-15 12:15:00,-1 days +23:45:00.000000000,2012-03-15 11:30:00,-83.9,-11.765,7092.848400000229,1047.191200000005,1053.617400000005,2012.0,2012.0,17.32280000000901,-43.67712967843865,-7.091325777543352
601,5493.0,,,3/16/12,10:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-39.32,,-6.42,,,,,,,,,,0.0,2012-03-16 10:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-16 10:15:00,0 days 00:00:00.000000000,2012-03-16 10:15:00,-39.32,-6.42,7141.46400000023,1095.8068000000028,1102.233000000003,2012.0,2012.0,48.615600000000995,-43.48606602822488,-7.061887600806323
603,5495.0,,,3/17/12,12:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-27.08,,-4.33,,,,,,,,,,0.0,2012-03-17 12:15:00,5267.0,,,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,36.61 mm rainfall,,,,,-23.6,,-3.94,,,,,,,,,,0.0,2012-03-17 12:40:00,-1 days +23:47:30.000000000,2012-03-17 12:02:30,-25.34,-4.135,7180.580000000234,1134.922800000002,1141.3490000000022,2012.0,2012.0,39.11600000000362,-42.86765092502348,-6.962139727361128
788,,,,3/21/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-21 12:20:00,5268.0,,,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,17.53 mm rainfall,,,,,-18.3,,-3.15,,,,,,,,,,0.0,2012-03-21 12:20:00,0 days 00:00:00.000000000,2012-03-21 12:20:00,-18.3,-3.15,7198.182200000249,1152.5249999999971,1158.9511999999972,2012.0,2012.0,17.602200000015728,-42.496573963077275,-6.9045600575399995
789,,,,3/22/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-22 11:30:00,5269.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,11.68 mm rainfall,,,,,-16.5,,-3.62,,,,,,,,,,0.0,2012-03-22 11:30:00,0 days 00:00:00.000000000,2012-03-22 11:30:00,-16.5,-3.62,7213.549200000254,1167.891999999995,1174.3181999999952,2012.0,2012.0,15.367000000004737,-42.15823710364295,-6.86181258873623
790,,,,3/24/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-24 11:30:00,5270.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,18.8 mm rainfall,,,,,-81.8,,-11.86,,,,,,,,,,0.0,2012-03-24 11:30:00,0 days 00:00:00.000000000,2012-03-24 11:30:00,-81.8,-11.86,7235.901200000254,1190.243999999994,1196.670199999994,2012.0,2012.0,22.35199999999986,-42.89473060845207,-6.954672549930154
791,,,,3/27/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-27 11:35:00,5271.0,,,11:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,58.42 mm rainfall,,,,,-47.9,,-7.44,,,,,,,,,,0.0,2012-03-27 11:35:00,0 days 00:00:00.000000000,2012-03-27 11:35:00,-47.9,-7.44,7332.01480000026,1286.3575999999907,1292.7837999999908,2012.0,2012.0,96.11360000000604,-43.265012903224616,-6.990576344085857
792,,,,3/28/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-28 10:40:00,5272.0,,,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,58.17 mm rainfall,,,,,-60.2,,-8.97,,,,,,,,,,0.0,2012-03-28 10:40:00,0 days 00:00:00.000000000,2012-03-28 10:40:00,-60.2,-8.97,7393.2034000002595,1347.5461999999893,1353.9723999999894,2012.0,2012.0,61.1885999999995,-44.026722119530476,-7.079607722324742
793,,,,3/31/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-31 11:00:00,5273.0,,,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,123.19 mm rainfall,,,,,-39.0,,-6.46,,,,,,,,,,0.0,2012-03-31 11:00:00,0 days 00:00:00.000000000,2012-03-31 11:00:00,-39.0,-6.46,7542.68240000026,1497.0251999999848,1503.451399999985,2012.0,2012.0,149.47900000000027,-43.52907290895526,-7.0182660991856425
794,,,,4/1/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-01 10:30:00,5274.0,,,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,21.84 mm rainfall,,,,,-53.6,,-8.63,,,,,,,,,,0.0,2012-04-01 10:30:00,0 days 00:00:00.000000000,2012-04-01 10:30:00,-53.6,-8.63,7570.901800000263,1525.2445999999834,1531.6707999999835,2012.0,2012.0,28.21940000000359,-43.713843778382234,-7.047836512261437
